"","ASV_ID","portal_id","perc_id","alignment_length","mismatches","gap_opens","q_start","q_end","s_start","s_end","eval","bit_score"
"2537",768,"Claim1",89.375,160,12,5,1,159,363,518,4.14e-52,196
"2544",784,"Theglo1",86.164,159,19,3,1,157,323,480,7.42e-44,169
"2546",809,"Hyafin1",86.957,138,15,3,4,140,419,554,7.41e-39,152
"2727",826,"Aspinso1",91.667,84,5,2,47,130,437,518,1.03e-27,115
"2750",833,"Darbet1",93.548,155,7,3,1,154,379,531,1.28e-61,228
"2756",846,"Hyafin1",85.106,141,18,3,1,140,417,555,1.58e-35,141
"2758",856,"Plucer1",100,194,0,0,1,194,440,633,5.19e-101,359
"2761",866,"Exoalc1",86,150,10,8,1,144,362,506,3.3e-38,150
"2762",866,"Exoalc1_J33",86,150,10,8,1,144,362,506,3.3e-38,150
"2767",867,"Penci1",94.156,154,9,0,1,154,304,457,8.14e-64,235
"3003",880,"Hyafin1",95.69,116,3,2,1,116,417,530,7.36e-49,185
"3004",887,"Claim1",87.805,164,12,8,1,159,363,523,8.85e-49,185
"3012",890,"Hyafin1",96.522,115,3,1,1,115,417,530,5.61e-50,189
"3013",897,"Colin1",95.181,166,5,3,1,164,348,512,4.49e-71,259
"3036",906,"Mereb1",88.71,124,8,5,25,143,465,587,3.72e-37,147
"3037",924,"Truan1",81.818,110,18,2,75,183,405,513,1.98e-20,91.6
"3038",927,"Babin1",82.759,203,18,12,1,192,371,567,1.3e-42,165
"3049",936,"Umban1",94.964,139,6,1,1,139,344,481,2.35e-58,217
"3050",937,"Extant1",80.412,97,13,6,1,96,305,396,7.57e-14,69.4
"3051",943,"Psever1",80.672,119,12,7,1,114,339,451,9.94e-18,82.4
"3052",948,"Favcal1_2",79.825,228,25,16,1,214,473,693,4.9e-37,147
"3053",952,"Rhyag1",81.013,158,21,8,1,150,486,642,2.59e-28,117
"3054",954,"Acema1",88.489,139,13,3,1,138,431,567,9.39e-43,165
"3060",967,"Exoxe1",88.356,146,12,4,1,146,351,491,2.7e-44,171
"3062",971,"Fusnyg1",90.173,173,15,2,1,172,331,502,1.73e-60,224
"3064",974,"Favcal1_2",82.036,167,11,14,1,154,473,633,2.28e-30,124
"3066",976,"Artesp1",80.488,123,15,5,1,122,339,453,8.57e-19,86.1
"3068",977,"Humhy1",87.879,99,11,1,1,98,471,569,1.01e-27,115
"3069",979,"Botdo1_1",80.342,117,16,6,1,110,346,462,9.58e-18,82.4
"3072",980,"Melbi2",92.949,156,9,2,1,156,322,475,4.31e-61,226
"3074",1003,"NsAZ0576_1",99.422,173,1,0,1,173,294,466,1e-87,315
"3075",1003,"NsCB679_1",99.422,173,1,0,1,173,294,466,1e-87,315
"3076",1003,"NsAK0226_1",99.422,173,1,0,1,173,294,466,1e-87,315
"3078",1014,"Apibac1",85.093,161,16,8,1,158,314,469,1.7e-40,158
"3079",1015,"Mereb1",81.218,197,23,7,1,185,389,583,4.85e-37,147
"3080",1017,"Metbr1",81.347,193,19,13,9,200,306,482,2.12e-35,141
"3081",1017,"Metgui1",81.347,193,19,13,9,200,306,482,2.12e-35,141
"3082",1022,"Claim1",82.812,192,20,12,1,183,363,550,5.3e-41,159
"3083",1025,"Ilyrob1",80,180,26,9,1,178,389,560,1.87e-30,124
"3084",1025,"Neobo1",80,175,26,8,1,172,349,517,2.42e-29,121
"3087",1041,"Purli1",97.059,170,2,3,1,167,374,543,2.72e-78,283
"3091",1048,"Tripra1",80.982,163,25,6,1,160,385,544,1.78e-30,124
"3092",1052,"Hyafin1",87.097,155,16,4,1,154,417,568,5.61e-45,172
"3094",1058,"Psever1",80.172,116,18,3,1,116,339,449,1.02e-17,82.4
"3095",1080,"Theglo1",79.874,159,25,5,1,153,323,480,1.23e-26,111
"3096",1085,"Triafa1",99.451,182,0,1,1,182,360,540,3.79e-92,329
"3097",1085,"Tricam1",99.451,182,0,1,1,182,359,539,3.79e-92,329
"3154",1088,"OphpiCECT20416_2",83.978,181,17,7,1,170,356,535,4.47e-42,163
"3155",1089,"Melbi2",90,150,9,5,1,147,322,468,5.61e-50,189
"3157",1106,"Exosi1",83.448,145,13,4,1,143,350,485,2.13e-30,124
"3158",1108,"Theglo1",82.468,154,22,5,1,150,323,475,3.5e-32,130
"3160",1116,"Rhyag1",87.261,157,19,1,1,156,486,642,1.22e-46,178
"3162",1120,"Fonmo1",85.294,170,13,7,1,158,367,536,1.17e-42,165
"3163",1125,"Claim1",86.42,162,16,6,1,157,363,523,6.85e-45,172
"3170",1126,"Plucer1",96.41,195,6,1,1,195,440,633,2.46e-89,320
"3171",1128,"Fusnyg1",89.143,175,14,5,1,173,331,502,3.77e-57,213
"3173",1129,"Venin1",97.163,141,3,1,1,140,340,480,2.02e-64,237
"3174",1130,"Crafun1",76.316,114,25,2,44,156,488,600,6.47e-11,60.2
"3175",1135,"Asprobu1",83.942,137,12,8,1,132,331,462,6.49e-30,122
"3212",1142,"Hyafin1",85.366,123,8,4,1,122,417,530,7.85e-29,119
"3215",1144,"Fusavent1",83.333,180,21,7,1,174,337,513,1.8e-40,158
"3218",1149,"Tolinf1",91.124,169,7,5,1,169,320,480,6.1e-60,222
"3219",1153,"Claim1",85.185,162,18,6,1,157,363,523,1.46e-41,161
"3226",1158,"Purli1",87.387,111,4,7,72,179,428,531,9.48e-29,119
"3227",1159,"Acema1",92.857,154,9,2,1,153,431,583,5.45e-60,222
"3228",1160,"Didma1",80.909,110,20,1,1,109,299,408,7.79e-19,86.1
"3230",1179,"Mereb1",81.538,195,22,7,1,183,389,581,1.35e-37,148
"3284",1195,"Tribre1",95,120,5,1,70,188,405,524,2.5e-49,187
"3285",1195,"Tribrev1",95,120,5,1,70,188,405,524,2.5e-49,187
"3290",1196,"Melbi2",91.72,157,9,3,1,156,322,475,9.32e-58,215
"3292",1200,"Melbi2",91.772,158,7,5,1,156,322,475,9.32e-58,215
"3294",1205,"Crafun1",81.675,191,22,11,30,211,490,676,4.82e-37,147
"3296",1206,"Hyafin1",92.105,114,7,2,1,112,417,530,4.27e-41,159
"3297",1208,"OphpiCECT20416_2",84.53,181,15,8,1,169,356,535,3.36e-43,167
"3300",1210,"Exoalc1",87.943,141,8,7,1,135,362,499,2.23e-40,158
"3301",1210,"Exoalc1_J33",87.943,141,8,7,1,135,362,499,2.23e-40,158
"3306",1213,"Dacma1",90.361,166,13,3,1,165,291,454,1.03e-57,215
"3311",1219,"Apibac1",82.738,168,17,12,1,163,314,474,6.07e-35,139
"3312",1228,"Trimi1",97.727,176,2,2,1,175,375,549,7.92e-84,302
"3370",1236,"Diaam1",85.542,166,21,3,1,164,304,468,2.24e-44,171
"3372",1238,"Lacpse1",85.926,135,9,2,1,125,391,525,4.61e-35,139
"3373",1242,"Triham1",98.333,180,3,0,1,180,391,570,2.92e-88,316
"3430",1244,"Melbi2",89.333,150,10,4,1,147,322,468,2.61e-48,183
"3432",1252,"Claim1",84.817,191,16,11,1,181,363,550,4.02e-47,180
"3433",1256,"Bimnz1",90.244,164,14,1,1,162,366,529,3.5e-57,213
"3441",1259,"Melbi2",86.331,139,16,3,1,138,322,458,9.38e-38,148
"3443",1272,"Rhyag1",89.796,98,5,5,1,95,486,581,2.09e-29,121
"3444",1273,"Claim1",86.42,162,16,6,1,157,363,523,6.89e-45,172
"3451",1276,"Melbi2",89.677,155,15,1,1,155,322,475,3.35e-52,196
"3453",1280,"Crafun1",82.174,230,24,10,1,214,448,676,1.34e-47,182
"3455",1281,"Hyafin1",91.304,115,8,2,1,114,417,530,5.57e-40,156
"3456",1287,"Ocuya1",81.595,163,16,13,1,155,426,582,5.77e-30,122
"3457",1293,"Macan1",99.39,164,1,0,1,164,298,461,9.52e-83,298
"3461",1294,"Melbi2",90.728,151,8,5,1,149,322,468,3.4e-52,196
"3463",1299,"Chale1",93.252,163,8,3,1,160,462,624,2.05e-64,237
"3464",1299,"Chafi1",93.252,163,7,3,1,160,331,492,2.05e-64,237
"3471",1305,"Melbi2",92.857,140,7,3,1,138,322,460,2.52e-53,200
"3474",1307,"Theglo1",86.726,113,14,1,1,112,323,435,1.65e-30,124
"3475",1309,"Theglo1",86.916,107,14,0,1,107,323,429,2.14e-29,121
"3477",1311,"Ganleu1",87.64,178,15,6,1,173,357,532,3.44e-53,200
"3479",1316,"Hyafin1",91.156,147,11,2,1,147,417,561,9.46e-53,198
"3480",1321,"Xylbam139988_1",89.286,168,15,3,1,166,364,530,1.67e-55,207
"3482",1326,"Melbi2",79.747,158,24,7,1,154,322,475,1.6e-25,108
"3486",1327,"Fonmo1",84.706,170,13,8,1,157,367,536,1.94e-40,158
"3487",1344,"Melbi2",95.455,154,6,1,1,153,322,475,1.16e-66,244
"3490",1361,"Hyafin1",91.304,115,8,2,1,114,417,530,5.61e-40,156
"3493",1363,"Psever1",82.828,99,12,4,1,98,339,433,2.78e-18,84.2
"3494",1371,"Tripra1",81.503,173,21,11,1,166,385,553,1.04e-32,132
"3495",1372,"Trimi1",97.727,176,3,1,1,176,375,549,7.97e-84,302
"3553",1374,"Melbi2",85.859,99,9,5,59,155,380,475,2.7e-23,100
"3555",1384,"Claim1",87.363,182,16,7,1,178,363,541,8.84e-54,202
"3562",1391,"Racan1",83.036,112,14,3,1,108,327,437,3.5e-22,97.1
"3563",1395,"Trias1",99.422,173,1,0,1,173,337,509,1.06e-87,315
"3564",1395,"Triasper1",99.422,173,1,0,1,173,337,509,1.06e-87,315
"3621",1401,"Melbi2",92.715,151,9,2,4,154,327,475,2.55e-58,217
"3628",1405,"Fonmo1",87.129,101,10,3,57,156,435,533,1.47e-26,111
"3629",1405,"Fonnu1",87.129,101,10,3,57,156,434,532,1.47e-26,111
"3630",1407,"Melbi2",91.613,155,9,4,1,152,322,475,1.17e-56,211
"3633",1417,"Amore1",89.404,151,13,3,1,149,422,571,1.93e-49,187
"3634",1423,"Theglo1",83.66,153,23,2,1,151,323,475,1.26e-36,145
"3635",1430,"Triaus1",96.774,186,6,0,1,186,351,536,1.41e-86,311
"3684",1437,"TriatSC1_1",98.919,185,2,0,1,185,370,554,1.07e-92,331
"3685",1437,"Triatro1",98.919,185,2,0,1,185,370,554,1.07e-92,331
"3686",1437,"Triatrov1",98.919,185,2,0,1,185,370,554,1.07e-92,331
"3687",1437,"Triatr1",98.919,185,2,0,1,185,370,554,1.07e-92,331
"3742",1438,"Dacma1",100,164,0,0,1,164,291,454,2.13e-84,303
"3746",1448,"Xylbam139988_1",78.814,118,21,3,1,116,364,479,4.99e-16,76.8
"3785",1449,"Tricec1",90.435,115,9,2,78,190,454,568,3.32e-38,150
"3786",1449,"Tribre1",90.435,115,9,2,78,190,410,524,3.32e-38,150
"3787",1449,"Tribrev1",90.435,115,9,2,78,190,410,524,3.32e-38,150
"3789",1449,"Trimi1",90.435,115,7,4,78,190,437,549,1.2e-37,148
"3792",1458,"Purli1",93.21,162,7,4,1,159,374,534,7.78e-64,235
"3796",1469,"Botdo1_1",80,95,19,0,1,95,346,440,2.21e-14,71.3
"3797",1471,"Acema1",93.548,155,7,3,1,154,431,583,1.18e-61,228
"3799",1474,"Dipse1",79.798,99,13,6,1,92,358,456,9.79e-13,65.8
"3800",1476,"Melbi2",86.076,158,14,7,1,154,322,475,3.38e-42,163
"3802",1479,"Didma1",84.545,110,14,3,1,108,299,407,6.15e-25,106
"3803",1485,"Melbi2",90.968,155,11,3,1,153,322,475,5.49e-55,206
"3805",1488,"Aqupat1",87.952,83,9,1,1,83,440,521,3.75e-22,97.1
"3806",1492,"Acema1",92.903,155,8,3,1,154,431,583,5.49e-60,222
"3807",1495,"Amore1",80.556,108,18,3,1,108,422,526,3.6e-17,80.5
"3808",1498,"Favcal1_2",84.431,167,7,13,1,154,473,633,4.87e-37,147
"3814",1508,"Parmar1",88.889,90,10,0,59,148,390,479,1.43e-26,111
"3816",1514,"Hyafin1",91.509,106,6,3,1,105,417,520,4.43e-36,143
"3817",1519,"Melbi2",89.677,155,14,2,1,154,322,475,3.33e-52,196
"3820",1522,"Hyafin1",91.509,106,6,3,1,105,417,520,4.4e-36,143
"3821",1523,"Melbi2",92.857,154,9,2,1,152,322,475,5.41e-60,222
"3823",1528,"Claim1",85.802,162,17,6,1,157,363,523,3.17e-43,167
"3830",1533,"Claim1",88.69,168,9,8,1,165,363,523,4.31e-52,196
"3837",1535,"Tripra1",80.233,172,27,7,1,168,385,553,6.32e-30,122
"3838",1542,"Hyafin1",97.386,153,3,1,1,153,417,568,4.15e-71,259
"3840",1543,"Paront1",97.024,168,3,2,1,166,324,491,9.72e-78,281
"3920",1558,"Aspcej1",85.263,95,11,2,67,160,548,640,1.42e-21,95.3
"3980",1562,"Trichl1",80.625,160,16,12,1,147,376,533,5.05e-26,110
"3982",1574,"Melbi2",88.079,151,10,7,1,147,322,468,5.65e-45,172
"3984",1591,"Melbi2",89.404,151,9,6,1,148,322,468,2.63e-48,183
"3986",1594,"Melbi2",78.344,157,28,6,1,154,322,475,3.47e-22,97.1
"3987",1594,"Hyafin1",78.344,157,26,8,1,154,417,568,1.25e-21,95.3
"3988",1595,"Crafun1",77.119,118,24,3,43,159,488,603,1.4e-12,65.8
"3989",1600,"Hyafin1",85.621,153,17,5,1,149,417,568,5.44e-40,156
"3992",1603,"Clasph1",85.586,111,9,7,1,108,321,427,4.39e-26,110
"3994",1605,"Melbi2",89.404,151,10,5,1,149,322,468,7.36e-49,185
"3996",1607,"Tappo1",78.534,191,24,11,32,208,406,593,6.23e-26,110
"3997",1616,"Psever1",76.667,150,30,5,1,148,339,485,1.3e-16,78.7
"3999",1618,"Hyafin1",91.509,106,6,3,1,105,417,520,4.49e-36,143
"4000",1621,"Trimi1",94.35,177,7,3,1,176,375,549,8.08e-74,268
"4047",1623,"Chale1",96.933,163,3,2,1,161,462,624,5.65e-75,272
"4061",1626,"Favcal1_2",79.476,229,20,21,1,210,473,693,2.89e-34,137
"4062",1641,"Melbi2",96.104,154,5,1,1,153,322,475,2.5e-68,250
"4066",1642,"Fonmo1",88.304,171,7,11,1,160,367,535,5.48e-51,193
"4071",1643,"Bimnz1",90.345,145,10,3,1,144,366,507,2.15e-49,187
"4075",1644,"Amore1",83.66,153,20,5,1,151,422,571,5.56e-35,139
"4076",1654,"Melbi2",93.548,155,8,2,1,154,322,475,3.28e-62,230
"4079",1656,"Crafun1",80.714,140,16,5,3,132,538,676,8.18e-23,99
"4080",1658,"Crafun1",77.907,172,28,8,28,192,490,658,1.34e-22,99
"4081",1661,"Melbi2",92.308,156,8,4,1,154,322,475,7.1e-59,219
