"","ASV_ID","portal_id","perc_id","alignment_length","mismatches","gap_opens","q_start","q_end","s_start","s_end","eval","bit_score"
"453",321,"Theglo1",86.076,158,20,2,1,156,323,480,7.36e-44,169
"454",322,"Melbi2",90.909,154,12,2,1,152,322,475,5.45e-55,206
"456",331,"Melbi2",99.351,154,0,1,1,153,322,475,1.15e-76,278
"458",342,"Chafi1",87.248,149,12,6,1,145,331,476,3.57e-42,163
"459",348,"Pilidi1",88.623,167,13,4,1,161,368,534,1.01e-52,198
"465",349,"Asptaic1",93.21,162,7,4,1,158,310,471,8.14e-64,235
"466",349,"Aspesuba1",93.21,162,7,4,1,158,345,506,8.14e-64,235
"469",349,"Aspcand1",93.21,162,7,4,1,158,364,525,8.14e-64,235
"522",357,"Chafi1",87.248,149,12,6,1,145,331,476,3.57e-42,163
"524",368,"Cucbe1",81.977,172,16,11,1,163,311,476,1.01e-32,132
"525",371,"Hyafin1",85.816,141,17,3,1,140,417,555,3.4e-37,147
"527",372,"Melbi2",80.255,157,26,5,1,155,322,475,3.47e-27,113
"529",377,"Claim1",85.789,190,18,9,1,183,363,550,5.22e-51,193
"531",380,"Hyafin1",88.406,138,14,2,1,137,417,553,9.25e-43,165
"533",384,"Ocuya1",85.535,159,17,6,1,155,426,582,1.22e-41,161
"534",386,"Ilyrob1",97.093,172,5,0,1,172,389,560,1.68e-80,291
"538",397,"Psever1",90.566,159,10,5,1,154,339,497,5.53e-55,206
"539",414,"Ganleu1",92.271,207,10,6,1,204,357,560,7.3e-80,289
"540",417,"Penatra1",98.837,172,1,1,1,171,339,510,5.96e-85,305
"541",417,"Penra1",98.837,172,1,1,1,171,356,527,5.96e-85,305
"677",420,"Hyafin1",83.439,157,17,9,1,153,417,568,2.03e-34,137
"679",426,"Theglo1",81.366,161,23,7,1,157,323,480,4.53e-31,126
"680",427,"Fusnyg1",88.701,177,13,7,1,175,331,502,4.94e-56,209
"682",428,"Amore1",90,150,14,1,1,149,422,571,4.15e-51,193
"683",431,"Melbi2",87.742,155,16,3,1,153,322,475,1.2e-46,178
"684",437,"Claim1",84.103,195,17,12,1,188,363,550,5.42e-46,176
"685",443,"Tricr1",100,177,0,0,1,177,408,584,1.32e-91,327
"744",458,"Extant1",88.235,153,15,3,1,151,305,456,3.28e-47,180
"745",465,"Ganleu1",97.561,205,4,1,1,205,357,560,3.32e-98,350
"746",475,"Theglo1",81.646,158,23,4,1,152,323,480,4.36e-31,126
"747",479,"Crafun1",83.962,212,23,6,1,202,448,658,6.2e-51,193
"748",483,"Plucer1",95.876,194,8,0,1,194,440,633,1.14e-87,315
"749",490,"Amore1",84.967,153,18,5,1,151,422,571,2.57e-38,150
"750",501,"Melbi2",82.803,157,21,6,1,154,322,475,7.36e-34,135
"751",510,"Tribre1",97.714,175,2,2,1,173,350,524,2.81e-83,300
"752",510,"Tribrev1",97.714,175,2,2,1,173,350,524,2.81e-83,300
"810",516,"Trispi1_2",99.432,176,1,0,1,176,405,580,2.2e-89,320
"873",531,"Aspchr1",85.03,167,16,8,1,167,331,488,1.43e-41,161
"896",533,"Aspoer1",94.915,177,2,6,1,174,424,596,2.22e-74,270
"1026",534,"Amore1",89.781,137,12,2,1,136,422,557,1.51e-45,174
"1027",545,"Amore1",85.256,156,15,8,1,154,422,571,2.03e-39,154
"1028",553,"Melbi2",91.613,155,11,2,1,154,322,475,3.3e-57,213
"1030",555,"Psever1",80.263,152,21,9,1,148,339,485,5.98e-25,106
"1031",568,"Theglo1",85.443,158,21,2,1,156,323,480,9.52e-43,165
"1032",570,"Claim1",78.351,194,24,11,1,182,363,550,5.38e-26,110
"1033",572,"Melbi2",90.909,154,12,2,1,152,322,475,5.45e-55,206
"1035",574,"Claim1",86.631,187,18,7,1,183,363,546,3.22e-53,200
"1036",585,"Trichl1",95.745,188,3,3,1,188,376,558,1.11e-82,298
"1094",599,"Acema1",92.857,154,9,2,1,153,431,583,5.45e-60,222
"1095",612,"Acema1",90.85,153,14,0,1,153,431,583,5.49e-55,206
"1096",626,"Ganleu1",91.787,207,10,6,1,203,357,560,1.22e-77,281
"1097",627,"Trifer1",99.429,175,1,0,1,175,344,518,7.86e-89,318
"1150",631,"Psever1",88.112,143,12,5,1,140,339,479,9.45e-43,165
"1151",644,"Claim1",86,200,13,8,1,197,363,550,3.39e-53,200
"1153",648,"Melbi2",98.052,154,3,0,1,154,322,475,6.95e-74,268
"1155",674,"Pilidi1",95.349,172,8,0,1,172,368,539,1.69e-75,274
"1156",680,"Pencit1",95.977,174,2,5,1,173,338,507,1.32e-76,278
"1226",699,"Melbi2",92.143,140,10,1,1,140,322,460,3.3e-52,196
"1228",703,"Psever1",98.113,159,0,3,1,156,339,497,1.52e-75,274
"1229",707,"Hyafin1",95.425,153,6,1,1,153,417,568,4.18e-66,243
"1231",712,"Clasph1",94.34,159,8,1,1,158,321,479,4.34e-66,243
"1233",731,"Exoalc1",87.047,193,21,4,1,190,362,553,1.21e-57,215
"1234",731,"Exoalc1_J33",87.047,193,21,4,1,190,362,553,1.21e-57,215
"1236",762,"Lipstar1_1",98.429,191,3,0,1,191,283,473,2.39e-94,337
"1237",762,"Lst7536_1",98.429,191,3,0,1,191,283,473,2.39e-94,337
"1238",762,"Lipsta1_1",98.429,191,3,0,1,191,283,473,2.39e-94,337
"1239",762,"Lst8064_1",98.429,191,3,0,1,191,283,473,2.39e-94,337
"1240",762,"Lst7851_1",98.429,191,3,0,1,191,283,473,2.39e-94,337
"1241",762,"Lipstark1_1",98.429,191,3,0,1,191,283,473,2.39e-94,337
"1252",764,"Melbi2",89.103,156,11,6,1,152,322,475,5.49e-50,189
"1256",784,"Theglo1",86.164,159,19,3,1,157,323,480,7.42e-44,169
"1257",809,"Melbi2",85.714,154,19,3,4,156,324,475,4.43e-41,159
"1259",826,"Pengl1",85.806,155,14,6,1,151,337,487,1.69e-40,158
"1304",833,"Darbet1",93.548,155,7,3,1,154,379,531,1.28e-61,228
"1308",846,"Hyafin1",85.106,141,18,3,1,140,417,555,1.58e-35,141
"1310",856,"Plucer1",100,194,0,0,1,194,440,633,5.19e-101,359
"1311",867,"Penste1",91.16,181,10,5,1,175,330,510,1.75e-65,241
"1413",880,"Melbi2",91.613,155,10,3,1,155,322,473,1.21e-56,211
"1414",890,"Melbi2",93.836,146,8,1,1,146,322,466,7.16e-59,219
"1415",897,"Colin1",95.181,166,5,3,1,164,348,512,4.49e-71,259
"1438",927,"Babin1",82.759,203,18,12,1,192,371,567,1.3e-42,165
"1439",936,"Umban1",94.964,139,6,1,1,139,344,481,2.35e-58,217
"1440",948,"Favcal1_2",79.825,228,25,16,1,214,473,693,4.9e-37,147
"1441",952,"Rhyag1",81.013,158,21,8,1,150,486,642,2.59e-28,117
"1442",954,"Acema1",88.489,139,13,3,1,138,431,567,9.39e-43,165
"1443",967,"Exoalc1",85.854,205,21,6,1,200,362,563,1.59e-56,211
"1444",967,"Exoalc1_J33",85.854,205,21,6,1,200,362,563,1.59e-56,211
"1447",971,"Fusnyg1",90.173,173,15,2,1,172,331,502,1.73e-60,224
"1449",976,"Truan1",77.586,174,21,12,1,171,355,513,6.62e-20,89.8
"1450",977,"Chafi1",85.455,165,17,6,1,161,331,492,9.87e-43,165
"1451",980,"Melbi2",92.949,156,9,2,1,156,322,475,4.31e-61,226
"1453",1003,"NsAZ0576_1",99.422,173,1,0,1,173,294,466,1e-87,315
"1454",1003,"NsCB679_1",99.422,173,1,0,1,173,294,466,1e-87,315
"1455",1003,"NsAK0226_1",99.422,173,1,0,1,173,294,466,1e-87,315
"1457",1014,"Apibac1",85.093,161,16,8,1,158,314,469,1.7e-40,158
"1458",1017,"Metbr1",81.347,193,19,13,9,200,306,482,2.12e-35,141
"1459",1017,"Metgui1",81.347,193,19,13,9,200,306,482,2.12e-35,141
"1460",1022,"Claim1",82.812,192,20,12,1,183,363,550,5.3e-41,159
"1461",1025,"Ilyrob1",80,180,26,9,1,178,389,560,1.87e-30,124
"1462",1025,"Neobo1",80,175,26,8,1,172,349,517,2.42e-29,121
"1465",1041,"Purli1",97.059,170,2,3,1,167,374,543,2.72e-78,283
"1467",1048,"Tripra1",80.982,163,25,6,1,160,385,544,1.78e-30,124
"1468",1052,"Hyafin1",87.097,155,16,4,1,154,417,568,5.61e-45,172
"1470",1080,"Theglo1",79.874,159,25,5,1,153,323,480,1.23e-26,111
"1471",1085,"Triafa1",99.451,182,0,1,1,182,360,540,3.79e-92,329
"1472",1085,"Tricam1",99.451,182,0,1,1,182,359,539,3.79e-92,329
"1529",1089,"Melbi2",90,150,9,5,1,147,322,468,5.61e-50,189
"1531",1108,"Theglo1",82.468,154,22,5,1,150,323,475,3.5e-32,130
"1533",1116,"Rhyag1",87.261,157,19,1,1,156,486,642,1.22e-46,178
"1535",1126,"Plucer1",96.41,195,6,1,1,195,440,633,2.46e-89,320
"1536",1128,"Fusnyg1",89.143,175,14,5,1,173,331,502,3.77e-57,213
"1538",1142,"Melbi2",82.424,165,15,9,1,162,322,475,1.01e-32,132
"1540",1144,"Fusavent1",83.333,180,21,7,1,174,337,513,1.8e-40,158
"1543",1149,"Tolinf1",91.124,169,7,5,1,169,320,480,6.1e-60,222
"1544",1159,"Acema1",92.857,154,9,2,1,153,431,583,5.45e-60,222
"1545",1195,"Trigha1",91.005,189,10,4,1,188,421,603,1.13e-67,248
"1601",1196,"Melbi2",91.72,157,9,3,1,156,322,475,9.32e-58,215
"1603",1200,"Melbi2",91.772,158,7,5,1,156,322,475,9.32e-58,215
"1605",1206,"Melbi2",90.26,154,12,3,1,151,322,475,9.05e-53,198
"1607",1213,"Dacma1",90.361,166,13,3,1,165,291,454,1.03e-57,215
"1612",1219,"Apibac1",82.738,168,17,12,1,163,314,474,6.07e-35,139
"1613",1228,"Trimi1",97.727,176,2,2,1,175,375,549,7.92e-84,302
"1671",1236,"Diaam1",85.542,166,21,3,1,164,304,468,2.24e-44,171
"1673",1238,"Lacpse1",85.926,135,9,2,1,125,391,525,4.61e-35,139
"1674",1242,"Triham1",98.333,180,3,0,1,180,391,570,2.92e-88,316
"1731",1244,"Melbi2",89.333,150,10,4,1,147,322,468,2.61e-48,183
"1733",1252,"Claim1",84.817,191,16,11,1,181,363,550,4.02e-47,180
"1734",1256,"Bimnz1",90.244,164,14,1,1,162,366,529,3.5e-57,213
"1736",1259,"Melbi2",86.331,139,16,3,1,138,322,458,9.38e-38,148
"1737",1276,"Melbi2",89.677,155,15,1,1,155,322,475,3.35e-52,196
"1739",1280,"Crafun1",82.174,230,24,10,1,214,448,676,1.34e-47,182
"1740",1281,"Melbi2",87.097,155,16,4,1,152,322,475,5.53e-45,172
"1741",1287,"Ocuya1",81.595,163,16,13,1,155,426,582,5.77e-30,122
"1742",1293,"Macan1",99.39,164,1,0,1,164,298,461,9.52e-83,298
"1745",1294,"Melbi2",90.728,151,8,5,1,149,322,468,3.4e-52,196
"1746",1299,"Chale1",93.252,163,8,3,1,160,462,624,2.05e-64,237
"1747",1299,"Chafi1",93.252,163,7,3,1,160,331,492,2.05e-64,237
"1750",1305,"Melbi2",92.857,140,7,3,1,138,322,460,2.52e-53,200
"1754",1316,"Hyafin1",91.156,147,11,2,1,147,417,561,9.46e-53,198
"1755",1321,"Xylbam139988_1",89.286,168,15,3,1,166,364,530,1.67e-55,207
"1757",1326,"Melbi2",79.747,158,24,7,1,154,322,475,1.6e-25,108
"1759",1344,"Melbi2",95.455,154,6,1,1,153,322,475,1.16e-66,244
"1761",1361,"Melbi2",87.324,142,13,5,1,140,322,460,1.56e-40,158
"1763",1371,"Tripra1",81.503,173,21,11,1,166,385,553,1.04e-32,132
"1764",1372,"Trimi1",97.727,176,3,1,1,176,375,549,7.97e-84,302
"1822",1374,"Hyafin1",78.75,160,21,10,1,155,417,568,1.26e-21,95.3
"1823",1384,"Claim1",87.363,182,16,7,1,178,363,541,8.84e-54,202
"1824",1395,"Trias1",99.422,173,1,0,1,173,337,509,1.06e-87,315
"1825",1395,"Triasper1",99.422,173,1,0,1,173,337,509,1.06e-87,315
"1881",1401,"Melbi2",92.715,151,9,2,4,154,327,475,2.55e-58,217
"1883",1405,"Exoxe1",83.422,187,19,10,1,179,351,533,4e-42,163
"1884",1407,"Melbi2",91.613,155,9,4,1,152,322,475,1.17e-56,211
"1887",1417,"Amore1",89.404,151,13,3,1,149,422,571,1.93e-49,187
"1888",1423,"Theglo1",83.66,153,23,2,1,151,323,475,1.26e-36,145
"1889",1430,"Triaus1",96.774,186,6,0,1,186,351,536,1.41e-86,311
"1938",1437,"TriatSC1_1",98.919,185,2,0,1,185,370,554,1.07e-92,331
"1939",1437,"Triatro1",98.919,185,2,0,1,185,370,554,1.07e-92,331
"1940",1437,"Triatrov1",98.919,185,2,0,1,185,370,554,1.07e-92,331
"1941",1437,"Triatr1",98.919,185,2,0,1,185,370,554,1.07e-92,331
"1996",1438,"Dacma1",100,164,0,0,1,164,291,454,2.13e-84,303
"1999",1449,"Tripare1",85.938,192,14,8,1,190,370,550,5.45e-51,193
"2040",1458,"Purli1",93.21,162,7,4,1,159,374,534,7.78e-64,235
"2042",1471,"Acema1",93.548,155,7,3,1,154,431,583,1.18e-61,228
"2043",1476,"Melbi2",86.076,158,14,7,1,154,322,475,3.38e-42,163
"2044",1479,"Cucbe1",79.755,163,21,8,1,155,311,469,1.71e-25,108
"2045",1485,"Melbi2",90.968,155,11,3,1,153,322,475,5.49e-55,206
"2047",1492,"Acema1",92.903,155,8,3,1,154,431,583,5.49e-60,222
"2048",1514,"Melbi2",89.262,149,12,4,1,147,322,468,2.61e-48,183
"2049",1519,"Melbi2",89.677,155,14,2,1,154,322,475,3.33e-52,196
"2051",1522,"Melbi2",89.116,147,12,4,1,145,322,466,3.35e-47,180
"2052",1523,"Melbi2",92.857,154,9,2,1,152,322,475,5.41e-60,222
"2054",1528,"Fonnu1",82.902,193,13,14,1,176,366,555,6.85e-40,156
"2055",1533,"Fonnu1",83.251,203,22,11,1,194,366,565,5.61e-46,176
"2056",1535,"Tripra1",80.233,172,27,7,1,168,385,553,6.32e-30,122
"2057",1542,"Hyafin1",97.386,153,3,1,1,153,417,568,4.15e-71,259
"2059",1543,"Paront1",97.024,168,3,2,1,166,324,491,9.72e-78,281
"2062",1558,"Aspchr1",80.247,162,22,8,1,160,331,484,3.93e-27,113
"2071",1574,"Melbi2",88.079,151,10,7,1,147,322,468,5.65e-45,172
"2073",1591,"Melbi2",89.404,151,9,6,1,148,322,468,2.63e-48,183
"2075",1594,"Melbi2",78.344,157,28,6,1,154,322,475,3.47e-22,97.1
"2076",1594,"Hyafin1",78.344,157,26,8,1,154,417,568,1.25e-21,95.3
"2077",1600,"Hyafin1",85.621,153,17,5,1,149,417,568,5.44e-40,156
"2078",1603,"Mycgr3",82.692,156,11,6,1,140,349,504,1.57e-30,124
"2080",1605,"Melbi2",89.404,151,10,5,1,149,322,468,7.36e-49,185
"2082",1616,"Psever1",76.667,150,30,5,1,148,339,485,1.3e-16,78.7
"2083",1618,"Melbi2",88.608,158,13,5,1,157,322,475,2.05e-49,187
"2084",1621,"Trimi1",94.35,177,7,3,1,176,375,549,8.08e-74,268
"2131",1623,"Chale1",96.933,163,3,2,1,161,462,624,5.65e-75,272
"2137",1626,"Favcal1_2",79.476,229,20,21,1,210,473,693,2.89e-34,137
"2138",1641,"Melbi2",96.104,154,5,1,1,153,322,475,2.5e-68,250
"2140",1642,"Claim1",87.31,197,10,14,1,191,363,550,1.51e-56,211
"2144",1644,"Amore1",83.66,153,20,5,1,151,422,571,5.56e-35,139
"2145",1654,"Melbi2",93.548,155,8,2,1,154,322,475,3.28e-62,230
"2148",1656,"Crafun1",80.714,140,16,5,3,132,538,676,8.18e-23,99
"2149",1661,"Melbi2",92.308,156,8,4,1,154,322,475,7.1e-59,219
"2151",1671,"Ocuya1",93.631,157,10,0,1,157,426,582,7.21e-64,235
"2153",1675,"Gelte1",100,160,0,0,1,160,380,539,3.33e-82,296
"2154",1680,"Psever1",81.046,153,21,7,1,147,339,489,9.73e-28,115
"2155",1690,"Hyafin1",81.013,158,21,8,1,155,417,568,2.69e-28,117
"2156",1703,"Fusnyg1",90.173,173,15,2,1,172,331,502,1.73e-60,224
"2158",1709,"Theglo1",84.375,160,20,5,1,157,323,480,7.47e-39,152
"2159",1715,"Acema1",91.503,153,12,1,1,152,431,583,4.21e-56,209
"2160",1725,"Neobo1",90.857,175,12,4,1,172,349,522,1.03e-62,231
"2164",1729,"MohoAD009_1",100,108,0,0,1,108,459,566,1.72e-53,200
"2165",1729,"MohoCK413_1",100,108,0,0,1,108,459,566,1.72e-53,200
"2166",1729,"MoclKOD947_1",100,108,0,0,1,108,458,565,1.72e-53,200
"2167",1729,"MoclAM1000_1",100,108,0,0,1,108,458,565,1.72e-53,200
"2172",1755,"Pbia18534_1",100,170,0,0,1,170,426,595,9.84e-88,315
"2286",1756,"Melbi2",90.604,149,10,4,1,147,322,468,1.21e-51,195
"2288",1758,"Favcal1_2",77.586,232,23,14,1,214,473,693,4.97e-27,113
"2289",1762,"Melbi2",90.968,155,12,2,1,154,322,475,1.54e-55,207
"2290",1768,"Trimi1",98.864,176,1,1,1,176,375,549,3.68e-87,313
"2349",1773,"Triei1",96.196,184,4,3,1,184,367,547,1.08e-82,298
"2378",1776,"Melbi2",92.466,146,9,2,1,144,322,467,1.5e-55,207
"2380",1781,"Melbi2",88.535,157,13,5,1,155,322,475,7.26e-49,185
"2383",1783,"Hyafin1",89.61,154,13,3,1,153,417,568,4.27e-51,193
"2385",1787,"NsAZ0576_1",87.578,161,17,3,1,161,294,451,3.01e-48,183
"2386",1787,"NsCB679_1",87.578,161,17,3,1,161,294,451,3.01e-48,183
"2387",1787,"NsAK0226_1",87.578,161,17,3,1,161,294,451,3.01e-48,183
"2388",1795,"Tolinf1",98.16,163,1,2,1,163,320,480,2.65e-78,283
"2390",1802,"Melbi2",92.949,156,8,2,1,155,322,475,1.54e-60,224
"2392",1810,"Melbi2",83.974,156,19,6,1,152,322,475,1.2e-36,145
"2394",1813,"Hyafin1",94.805,154,6,1,1,154,417,568,5.45e-65,239
"2396",1816,"Extant1",87.742,155,13,5,1,152,305,456,4.27e-46,176
"2397",1817,"Melbi2",92.903,155,10,1,1,155,322,475,1.54e-60,224
"2399",1828,"Psever1",78.873,142,25,5,1,139,339,478,1.62e-20,91.6
"2400",1830,"Hyafin1",84.967,153,18,4,1,149,417,568,2.53e-38,150
"2401",1842,"Melbi2",92.308,156,8,4,1,154,322,475,7.1e-59,219
"2403",1851,"Diaam1",84.94,166,19,5,1,161,304,468,3.67e-42,163
"2405",1862,"Acema1",92.258,155,9,3,1,154,431,583,2.55e-58,217
"2406",1871,"Purli1",89.326,178,8,9,1,175,374,543,3.82e-57,213
"2409",1877,"Psever1",76.712,146,22,8,1,140,339,478,2.14e-14,71.3
"2410",1884,"Melbi2",91.139,158,8,6,1,156,322,475,4.34e-56,209
"2412",1885,"Morhum1",100,144,0,0,1,144,341,484,2.32e-73,267
"2413",1885,"MohuKOD1050_1",100,144,0,0,1,144,341,484,2.32e-73,267
"2422",1893,"AurpulNBB1",100,147,0,0,1,147,340,486,5.77e-75,272
"2423",1893,"Aurpu_var_pul1",100,147,0,0,1,147,340,486,5.77e-75,272
"2424",1893,"Aurpu1",100,147,0,0,1,147,340,486,5.77e-75,272
"2425",1908,"Melbi2",90.323,155,11,4,1,152,322,475,2.54e-53,200
"2427",1912,"Chafi1",94.479,163,8,1,1,163,331,492,2.69e-68,250
"2435",1916,"Parchr1",86.667,165,7,6,1,165,353,502,7.84e-44,169
"2436",1916,"Parch1",86.667,165,7,6,1,165,353,502,7.84e-44,169
"2437",1930,"Melbi2",91.613,155,11,2,1,154,322,475,3.3e-57,213
"2438",1937,"Hyafin1",89.744,156,11,5,1,155,417,568,1.21e-51,195
"2440",1939,"Melbi2",91.824,159,6,6,1,157,322,475,9.39e-58,215
"2442",1951,"Amore1",90.728,151,11,3,1,149,422,571,8.91e-53,198
"2443",1957,"Melbi2",89.933,149,9,5,1,147,322,466,2.03e-49,187
"2445",1959,"Hyafin1",79.747,158,23,8,1,155,417,568,5.81e-25,106
"2446",1968,"Crafun1",81.437,167,19,9,3,160,513,676,4.62e-31,126
"2447",1977,"Melbi2",90.909,154,14,0,1,154,322,475,1.54e-55,207
"2449",1984,"Claim1",87.113,194,14,9,1,189,363,550,5.38e-56,209
"2451",1990,"Hyafin1",87.097,155,16,4,1,154,417,568,5.61e-45,172
"2452",1996,"Melbi2",92.208,154,10,2,1,152,322,475,2.52e-58,217
"2454",2000,"Crafun1",77.209,215,24,13,1,194,448,658,1.05e-23,102
"2455",2009,"Amore1",90.066,151,14,1,1,151,422,571,1.17e-51,195
"2456",2016,"Melbi2",90.909,154,11,3,1,151,322,475,1.95e-54,204
"2460",2017,"Melbi2",90.345,145,12,2,1,143,322,466,5.41e-50,189
"2461",2029,"Trialn1",100,180,0,0,1,180,345,524,2.9e-93,333
"2519",2032,"Psever1",92.453,159,9,3,1,156,339,497,1.55e-60,224
"2520",2042,"Pensol1",100,173,0,0,1,173,359,531,2.16e-89,320
"2521",2042,"Pensoli1",100,173,0,0,1,173,359,531,2.16e-89,320
"2522",2042,"Psol18327_1",100,173,0,0,1,173,359,531,2.16e-89,320
"2643",2047,"Melbi2",87.097,155,16,3,1,152,322,475,5.53e-45,172
"2645",2056,"Didma1",98.182,165,2,1,1,165,299,462,2.08e-79,287
"2648",2062,"Theglo1",80.519,154,25,5,1,150,323,475,9.87e-28,115
"2649",2064,"Aspparv1",99.435,177,0,1,1,176,328,504,2.2e-89,320
"2650",2064,"Aspcer1",99.435,177,0,1,1,176,328,504,2.2e-89,320
"2728",2066,"Melbi2",90.968,155,11,3,1,153,322,475,5.49e-55,206
"2730",2068,"Favcal1_2",80.769,130,14,9,1,127,572,693,1.31e-20,91.6
"2731",2083,"Melbi2",90.323,155,12,3,1,153,322,475,2.55e-53,200
"2733",2092,"Melbi2",92.357,157,8,4,1,156,322,475,2e-59,220
"2735",2107,"Melbi2",90.446,157,11,4,1,156,322,475,2.02e-54,204
"2737",2108,"Tripare1",88.764,178,9,9,1,176,370,538,1.91e-55,207
"2782",2127,"Psever1",81.208,149,23,5,1,146,339,485,9.87e-28,115
"2783",2140,"Altar1",99.405,168,0,1,1,168,329,495,2.1e-84,303
"2790",2141,"Melbi2",84.076,157,19,6,1,154,322,475,3.4e-37,147
"2792",2143,"Hyafin1",98.039,153,2,1,1,153,417,568,8.93e-73,265
"2794",2155,"Melbi2",91.72,157,10,3,1,157,322,475,9.39e-58,215
"2795",2157,"NsAZ0576_1",91.379,174,14,1,1,174,294,466,2.25e-64,237
"2796",2157,"NsCB679_1",91.379,174,14,1,1,174,294,466,2.25e-64,237
"2797",2157,"NsAK0226_1",91.379,174,14,1,1,174,294,466,2.25e-64,237
"2799",2164,"Melbi2",97.931,145,2,1,1,144,322,466,2.46e-68,250
"2801",2165,"Melbi2",89.937,159,8,7,1,156,322,475,9.39e-53,198
"2803",2168,"Tolinf1",88.235,170,11,5,1,170,320,480,1.34e-51,195
"2804",2217,"Extant1",78.344,157,22,9,1,150,305,456,1.57e-20,91.6
"2805",2221,"Melbi2",90.667,150,8,5,1,147,322,468,1.21e-51,195
"2807",2222,"Hyafin1",88.961,154,14,3,1,153,417,568,1.99e-49,187
"2808",2224,"Neobo1",100,174,0,0,1,174,349,522,6.04e-90,322
"2813",2226,"Melbi2",89.865,148,13,2,1,147,322,468,5.69e-50,189
"2815",2228,"Nemabo1",83.908,174,19,6,1,167,444,615,1.72e-40,158
"2816",2250,"Horwer1",81.379,145,18,9,1,140,311,451,4.46e-26,110
"2817",2253,"Favcal1_2",88.372,129,4,9,1,124,473,595,9.64e-37,145
"2818",2257,"Melbi2",89.103,156,14,3,1,155,322,475,1.56e-50,191
"2820",2260,"Diaam1",82.222,180,17,6,1,180,304,468,1.94e-35,141
